Subject,Experiment,T7_delta,T7_theta,T7_alpha,T7_beta,T7_gamma,F8_delta,F8_theta,F8_alpha,F8_beta,F8_gamma,Cz_delta,Cz_theta,Cz_alpha,Cz_beta,Cz_gamma,P4_delta,P4_theta,P4_alpha,P4_beta,P4_gamma
s09,3MRSEO,2.748430967,0.608837995,0.395338253,0.8685583,0.365813968,4.38628388,0.747239699,0.421500683,0.396372032,0.228568873,3.054208703,0.983253607,0.441831048,0.324093317,0.157613686,2.231115927,0.610163406,0.77304217,0.741300093,0.176635218
s09,3MRSEO,6.462010896,0.749586217,0.638850984,0.954076129,0.34227621,5.744885202,0.841328269,0.459086368,0.406748287,0.267297476,5.070252355,0.948753036,0.554866235,0.382228434,0.186337586,3.844694051,0.679816531,1.203431889,0.938420717,0.172486679
s09,3MRSEO,1.211828394,0.514498885,0.868090959,1.166924178,0.280120884,2.536350233,0.527917004,0.42204229,0.385142107,0.176762886,2.254076371,0.852149791,0.622814232,0.432951308,0.17122275,1.977719755,0.584700175,1.783299651,1.156390804,0.164759802
s10,3MNLBH,4.745795158,0.863210211,3.613149336,1.676858974,0.181331584,4.898083907,0.652328398,1.794063454,0.597520603,0.096186069,3.824470407,0.961552291,2.731096267,0.857181877,0.146764759,3.872464528,0.928353828,9.353659705,2.283082487,0.138964137
s10,3MNLEH,6.145089948,0.869213055,3.179891134,1.615356587,0.193548393,6.304814294,0.71838577,2.057632045,0.686205557,0.111920319,5.343787767,1.042844231,2.486364958,0.865508146,0.171686359,5.780173408,1.065006655,10.00826439,2.725662032,0.16892226
s10,3MNMBH,2.404099684,0.739290545,2.659230831,1.906724319,0.181932263,3.618873845,0.605297748,1.644749604,0.740768179,0.099284922,2.263828312,0.938108855,2.125377916,0.868093368,0.144135095,2.579897276,0.785281392,7.85393006,3.139086451,0.143588936
s10,3MNMEH,10.20764134,0.998710633,2.88552332,1.810793006,0.161465154,11.06611712,0.911135344,1.491266224,0.644335041,0.096555372,6.432278297,0.987361797,2.327008502,0.821689582,0.136835767,14.33440349,1.313368061,7.603689036,2.636196699,0.141676295
s10,3MNNLBH,2.866316469,0.784320286,3.009908445,1.826945171,0.184804624,2.984556859,0.540939359,1.520223943,0.640800817,0.093681098,2.372061299,0.885055794,2.142338122,0.840573147,0.146629647,2.465595344,0.744217027,7.564772872,2.767651718,0.134736686
s10,3MNNLEH,3.853549329,0.764169671,2.877552724,1.709490531,0.173629994,4.52514165,0.650037449,1.755175746,0.634116984,0.091904152,3.264238279,0.955348566,2.362448649,0.912075985,0.147037416,4.704119583,0.885619839,8.994034453,2.745936554,0.138217166
s10,3MRSEC,3.042959964,0.658630625,2.720012551,1.774308085,0.174043848,8.163066359,0.46221356,1.698633984,0.769840833,0.095782728,8.282419081,0.930098938,2.481110765,0.996824819,0.162830742,3.329948719,0.71686234,6.681647112,3.281395304,0.149532322
s10,3MRSEC,2.249866728,0.622676117,2.184481124,1.623546643,0.167877735,5.779446732,0.450583122,1.198740646,0.66353091,0.093935582,6.480925556,1.006333926,2.080776228,0.951004259,0.142659478,2.943189466,0.713698019,4.664952815,2.706892025,0.134725396
s10,3MRSEC,4.059347086,0.691921056,2.121006229,1.677904283,0.180578246,20.62127793,1.172728816,1.513207547,0.774368694,0.111646407,10.19686169,1.100491717,2.004676189,0.96720878,0.155963563,26.64232777,1.567137576,6.004050472,3.447844576,0.15604515
s10,3MRSEO,3.06854063,0.608228285,1.13543612,0.889911669,0.144680208,8.92909405,0.69629079,0.613953986,0.35517219,0.094179157,25.9814345,1.017650716,1.201737331,0.669128314,0.155835546,4.464024604,0.532192556,2.266128265,1.428734804,0.136480061
s10,3MRSEO,2.489583008,0.573831999,0.827791931,0.978378193,0.138029239,9.85901165,0.475532432,0.528505909,0.376173809,0.079207287,12.50288509,0.885293192,0.937181058,0.668184918,0.131608037,3.751208144,0.513588991,1.266419509,1.245692037,0.115694238
s10,3MRSEO,2.04282447,0.497985451,0.808239468,0.920551187,0.127865108,7.094356449,0.470995456,0.523700286,0.387580076,0.083144981,10.54489797,0.88484928,1.005672141,0.733850612,0.130478417,2.630639227,0.50189248,1.553142742,1.420675616,0.114029316
s11,3MNLBH,1.453631987,0.676568275,1.24559373,0.305103885,0.126352483,2.29829836,1.038384067,1.379599213,0.23943619,0.105758272,1.301169276,0.600798569,1.265408914,0.207772584,0.083872347,0.967531696,0.443519663,1.6956007,0.316713726,0.08039678
s11,3MNLEH,1.791278274,0.685014181,1.877624971,0.463371028,0.142511762,2.121988405,0.818755968,1.99500489,0.288405734,0.134822673,2.20594018,0.550329821,1.982062221,0.231916114,0.078736049,0.997746741,0.449494406,2.404328886,0.366128169,0.07946489
s11,3MNMBH,2.477117255,0.713703568,1.49420469,0.350522327,0.128253594,2.414134792,0.978645322,1.520843008,0.258369099,0.099278498,1.44865799,0.568938758,1.459623385,0.229450789,0.083592773,1.224780702,0.481708858,2.145065584,0.375671091,0.082696435
s11,3MNMEH,2.109544045,0.92990912,1.768250853,0.470566039,0.153752545,2.483321142,0.926536813,1.980922478,0.364257088,0.116125341,1.140660866,0.594164516,1.680590298,0.23937048,0.086864322,1.729263425,0.616424538,2.326301079,0.445180593,0.102007567
s11,3MNNLBH,1.635337756,0.694385423,1.390482682,0.370162936,0.122040444,2.851450882,0.808198161,1.830094204,0.256005551,0.092663354,1.423621875,0.534518678,1.571616282,0.225539142,0.080961455,2.073894034,0.483372309,1.669248149,0.334583801,0.078367882
s11,3MNNLEH,1.978434524,0.742579496,1.723570955,0.380277051,0.134188459,3.373586697,0.971658847,2.033125159,0.356310568,0.122021859,1.518806602,0.588136743,1.952015957,0.227188864,0.082939495,1.02892409,0.490865323,2.492461811,0.427810441,0.087189577
s11,3MRSEC,3.123787195,1.28116079,1.10009955,0.347244482,0.105394274,6.042252888,1.764139874,1.55234296,0.421015124,0.101780847,2.839181325,2.023082365,1.114414837,0.279448533,0.093711502,1.978493799,1.272897638,1.102025596,0.331161048,0.084563055
s11,3MRSEC,3.022991297,0.892599378,1.945047093,0.309958071,0.091296459,4.367653077,1.045793137,1.979456675,0.307955289,0.10061023,1.664836801,0.875514826,1.958927621,0.242717638,0.087775709,1.889176256,0.792244358,2.230553471,0.32760394,0.085728734
s11,3MRSEC,4.294569222,1.890327611,1.147524488,0.329363025,0.105493169,10.31152995,2.188642006,1.827426306,0.45850336,0.091738036,4.110713047,2.995127948,1.062446835,0.247983976,0.089561483,2.632082051,1.641099969,0.994371472,0.26234909,0.073060527
s11,3MRSEO,2.334239209,0.733146447,1.320842099,0.309738817,0.196261719,3.02721605,0.956700374,1.294625315,0.394503847,0.25421125,3.183676238,0.807172646,1.46931264,0.204210792,0.097146568,1.977130658,0.560829293,1.419616463,0.283460172,0.112234226
s11,3MRSEO,2.985217269,1.269350431,1.38244358,0.358091393,0.101849915,5.775595444,1.66498795,2.356083592,0.69389279,0.399453274,3.828439538,1.793030902,1.616009978,0.307021806,0.092882804,2.359741524,0.99676856,1.736503524,0.337818749,0.086414333
s11,3MRSEO,4.11770331,1.65993257,2.130690846,0.499950859,0.113058769,6.760018269,2.532259062,2.140238478,0.872505363,0.488471291,5.993447717,4.112239447,1.675294354,0.367393342,0.113517902,2.920607899,1.515150707,1.732506184,0.388775853,0.088298228
s12,3MNLBH,13.54367767,1.138759114,1.764635908,1.304005057,0.131469365,15.88036668,0.865339509,1.084576889,0.77101187,0.177959546,15.26881429,1.274911828,1.806627992,1.061773197,0.151941431,12.56249007,1.153891764,2.046799258,2.477715199,0.145583081
s12,3MNLEH,2.384272676,0.640571882,1.275185857,1.107055738,0.132538469,4.739231832,0.558866942,0.813083767,0.703836802,0.153227331,6.725894354,0.772946242,1.447519116,0.828707512,0.1543702,3.107285726,0.769026958,1.804434706,1.947949476,0.143051388
s12,3MNMBH,27.58335062,1.544122667,1.78275849,1.348479255,0.196981853,28.59474379,1.757635946,1.191735304,0.762427389,0.220618684,31.80311777,1.933015062,2.115189393,1.100013588,0.2219611,26.18594845,1.64426138,1.975776992,2.075949279,0.196286322
s12,3MNMEH,4.885478351,0.59458635,1.298285209,1.024037489,0.115471388,3.348354985,0.501372347,0.89839744,0.593438458,0.175002767,4.522449101,0.855206372,1.867568268,1.064052607,0.164922961,2.109255446,0.555492693,1.169856442,1.525605813,0.119598172
s12,3MNNLBH,3.326435719,0.605672752,1.604329768,1.212063286,0.116687657,4.437054213,0.50446184,0.831393655,0.652623415,0.163874124,4.509618507,0.814723644,1.74264826,0.873867144,0.141083487,3.582249993,0.679429671,1.781448257,1.948268891,0.121880884
s12,3MNNLEH,1.98444277,0.607620054,1.468836546,1.178857682,0.128254901,2.758207839,0.509265792,0.877194006,0.636326785,0.126606461,4.531046135,0.928894767,1.536667001,0.973945965,0.15190793,2.120520362,0.694555097,1.455798197,2.267328867,0.134301578
s12,3MRSEC,1.876434568,0.599965627,1.204398512,0.98764471,0.125288818,2.71188084,0.484414552,0.767213165,0.528734472,0.164059093,4.42594569,0.89970455,1.295535556,0.818851497,0.145273874,1.931936395,0.639348823,1.224785457,1.838672249,0.132317801
s12,3MRSEC,2.632652902,0.582728402,1.115863872,1.150502133,0.132786538,3.170544785,0.494418488,0.733892353,0.545135304,0.126120659,4.080906367,0.860878644,1.352981943,0.848364819,0.154833133,2.691300469,0.66702237,1.394293408,1.911390251,0.129864519
s12,3MRSEC,1.860235566,0.613151211,1.302660834,1.190383569,0.128650096,2.305515226,0.477753033,0.854926135,0.612529263,0.131337474,3.191569535,0.924054418,1.567927244,0.972544751,0.150493932,1.847341911,0.608230149,1.421957214,2.00839279,0.132530453
s12,3MRSEO,10.80443016,1.061633772,1.079326492,0.690469656,0.123108947,42.31904987,2.06838902,1.241207796,0.543471777,0.168508573,15.00803757,1.476965986,1.39864408,0.583905791,0.145459648,6.603449753,0.914190918,1.045406869,0.914928153,0.115899288
s12,3MRSEO,2.336429543,0.566223506,0.950496189,0.684776195,0.130311941,3.199020858,0.485000358,0.71194042,0.452484402,0.171453395,4.424332104,0.715312233,1.228644292,0.637136058,0.147513035,2.77389279,0.568531234,0.968854644,0.972635841,0.131905533
s12,3MRSEO,2.274174727,0.558934183,0.880359563,0.787509855,0.139839888,2.756740877,0.431607158,0.660980465,0.430464012,0.134090598,4.07322318,0.828800926,1.093394891,0.63686045,0.146482171,2.530013645,0.596490183,1.013799398,1.09213361,0.128609542
s13,3MNLBH,2.469946405,0.729051831,0.885233913,0.624679245,0.34893192,7.122577529,1.637296746,1.254767139,1.087974939,0.974014461,2.559031516,1.033410905,1.83216937,0.601830698,0.195637254,1.956025845,0.743221659,2.384059227,1.448546144,0.168989435
s13,3MNLEH,4.243183133,0.841566099,1.305119642,0.632059735,0.153741208,9.929815706,1.814045132,1.597344963,0.854773651,0.415860752,5.439554808,1.201425624,2.56916818,0.799444699,0.198290732,6.387572303,0.99030548,3.518395142,1.796652463,0.16490136
s13,3MNMBH,2.074529424,0.702761805,0.645821447,0.412995998,0.188449103,4.128418028,1.814751518,1.565782406,1.079212546,0.909946065,3.243966542,1.083657417,1.168669577,0.51848714,0.221924585,2.305674837,0.636133594,1.761196688,0.938037746,0.175282725
s13,3MNMEH,4.784284658,0.751469832,0.724425001,0.477734273,0.254121619,492.811998,24.51450451,6.78681736,3.122280198,1.358956429,5.707140631,1.228883257,1.292174914,0.541873653,0.21548889,4.212506162,0.665590592,1.580021999,0.889312177,0.194810575
s13,3MNNLBH,10.18402247,1.030971565,0.887126752,0.5218412,0.286271157,4.432137244,1.756075848,1.354327555,1.258785054,1.301541827,4.353633103,1.114677413,1.292253666,0.580355441,0.221255702,6.69787563,0.805980467,1.910989308,1.003183051,0.186411673
s13,3MNNLEH,2.400081265,0.790605754,0.676689208,0.462545099,0.183051084,4.694283107,1.659008623,1.24827258,1.009060688,1.049967515,3.031655908,1.086445642,1.475015581,0.600019456,0.234348198,2.13556964,0.779984086,1.580884883,1.047393129,0.171684832
s13,3MRSEC,1.735465062,0.758349895,0.70503286,0.492865619,0.218668525,3.606110941,1.313655129,0.916656468,0.74833073,0.616516946,2.464950804,1.249425093,1.400199125,0.757366323,0.316798461,2.023430368,0.72945151,1.398408215,1.161926007,0.208349182
s13,3MRSEC,6.101593517,0.973628904,0.766341525,0.488857461,0.219517642,15.65914558,1.827251864,1.07628719,0.778042109,0.661995669,11.3004372,1.391803415,1.333146734,0.594735317,0.29977358,9.759182293,1.077930183,1.409651645,0.864594146,0.171094068
s13,3MRSEC,2.334069224,0.926791917,0.863710531,0.640621133,0.324995196,498.018587,19.0836015,5.128304491,2.342102154,1.664783642,3.591237331,1.481771349,1.39156294,0.661537715,0.250027157,3.755272106,1.3493322,1.784827575,1.478037187,0.197873175
s13,3MRSEO,3.329318124,0.926816696,0.664933442,0.387409662,0.168113833,7.580670298,1.591017741,0.988779471,0.618422489,0.509602828,8.915727249,1.532032969,1.066618801,0.426862191,0.188281958,8.076162385,1.214482944,1.301322233,0.724017409,0.14637166
s13,3MRSEO,2.925821552,1.424347912,0.98821656,0.524318179,0.196358492,2.922739197,1.274027001,0.780339738,0.402735478,0.190534581,2.894408826,1.409604749,1.110816138,0.411719629,0.223508611,1.85244803,0.740077097,1.006935804,0.553625948,0.110811172
s13,3MRSEO,2.835931711,1.451413599,1.02927608,0.501027188,0.211460226,3.616141082,1.356057717,0.777462374,0.471194683,0.300884164,2.928142898,1.066484232,1.001548059,0.378546266,0.207339337,2.78802029,0.857759146,1.203246935,0.63140769,0.147472536
s14,3MNLBH,2.428243823,0.415133058,0.435450215,0.388542577,0.209386265,3.704552151,0.598293748,0.634656912,0.616231746,0.265999189,3.282465936,0.878998703,0.967427049,0.681604795,0.156798785,2.179398972,0.382328248,0.468281271,0.488483725,0.126116108
s14,3MNLEH,2.380409551,0.478333013,0.502761091,0.40878375,0.150242566,4.527259754,0.615339788,0.663592143,0.654069578,0.267935377,4.100973857,0.981380493,1.078578632,0.792926041,0.197427011,2.194502343,0.375443592,0.529599527,0.551491321,0.173570442
s14,3MNMBH,1.682106137,0.49333054,0.619159386,0.442438323,0.103694584,6.01863701,0.892305096,0.912432582,0.724475426,0.214948881,3.28884745,1.00301357,1.520887627,0.875241985,0.162678947,2.450118285,0.475228464,0.848413583,0.798688073,0.13005743
s14,3MNMEH,1.913422452,0.453016701,0.396322529,0.357599537,0.129792211,4.871309571,0.687212036,0.763368744,0.689625038,0.263221145,3.330312906,0.939149058,1.089985865,0.744588878,0.160928672,1.992215823,0.373126964,0.557375468,0.525935792,0.124654073
s14,3MNNLBH,2.442934445,0.478917008,0.505657283,0.481048127,0.220460458,4.996443414,0.738626015,0.675987152,0.648183391,0.234174131,4.703681635,0.904675673,1.328149058,0.757895218,0.165163363,4.402786916,0.466022951,0.621858696,0.646721973,0.150637297
s14,3MNNLEH,2.690974447,0.489658888,0.453173852,0.345843284,0.13336021,7.036095754,0.856482621,0.781717716,0.65076945,0.321761766,4.235946272,1.117493034,1.129383517,0.656959259,0.161016834,2.362318296,0.380748718,0.531234292,0.432076298,0.120138121
s14,3MRSEC,1.764798308,0.476271752,0.37310766,0.299983785,0.092271329,3.447107238,0.623223638,0.484724917,0.477056968,0.168660724,5.396450434,0.978817358,0.829613282,0.685741881,0.155886189,2.170899967,0.377763166,0.431520608,0.477104942,0.114523509
s14,3MRSEC,2.26002466,0.492003195,0.372811448,0.324307938,0.089854832,4.22968779,0.628862261,0.439272996,0.45722333,0.158540616,5.645403932,1.005015625,0.733670169,0.623419455,0.154271809,3.308304479,0.413808631,0.369405307,0.43032655,0.10834086
s14,3MRSEC,2.658033538,0.518820606,0.471769383,0.423267988,0.180896116,3.439657478,0.508422982,0.516886287,0.546955136,0.209312237,4.216736067,1.081395885,1.106749288,0.820945006,0.169751558,3.04122288,0.436517358,0.589381628,0.548747617,0.130333447
s14,3MRSEO,1.634112061,0.438352973,0.371109764,0.330719329,0.191297923,3.480327732,0.864106776,0.611206376,0.580056159,0.474255226,3.906037792,0.836806452,0.507112415,0.324846554,0.133259361,1.224461858,0.33106049,0.324331494,0.321656017,0.147572634
s14,3MRSEO,4.766746956,0.652216584,0.444839034,0.323820609,0.088455757,6.31379344,0.727416328,0.464103218,0.389585809,0.190568568,3.293030838,0.984852395,0.69247997,0.496164394,0.139682348,4.168246344,0.516969357,0.395270814,0.331930599,0.097975118
s14,3MRSEO,2.165740858,0.503531807,0.372364857,0.346614145,0.146634918,2.8043793,0.49007727,0.396756297,0.360898687,0.272379492,2.806318839,0.989244174,0.618403982,0.375835273,0.143296953,2.275180785,0.372384216,0.362851879,0.316052711,0.121862915
s15,3MNLBH,3.932032023,1.054291494,1.411640791,0.818187161,0.140196406,7.074783085,1.072237582,1.05820899,0.709379565,0.208986098,7.416024429,1.692955283,1.962400828,0.975108464,0.236090521,6.014498103,1.083924835,2.374736436,1.607031694,0.17165879
s15,3MNLEH,2.531861593,1.006858356,2.35894979,0.923528147,0.132311685,5.617853842,1.052598587,1.476181344,0.838939337,0.250965524,5.277104226,1.623162058,2.997320965,1.196535825,0.219927904,7.276842288,1.240104594,5.326409448,2.218114929,0.20074853
s15,3MNMBH,2.802358105,1.103154859,1.518241428,0.84681082,0.348299193,6.862480448,1.034309774,1.167966826,0.85475527,0.374411115,3.757135988,1.577421101,1.842882648,0.863195524,0.276291066,3.619480197,1.073303362,2.647071886,1.523770653,0.187391648
s15,3MNMEH,4.709722033,0.998454821,2.186425226,1.188413692,0.136776897,12.78560382,1.404979114,1.390305308,0.897418976,0.262944834,6.029048652,1.409511256,2.707731427,1.306433639,0.211733516,6.929234764,1.154888219,4.708541407,2.987954593,0.188814497
s15,3MNNLBH,5.022273367,0.746231794,1.447281319,0.964547783,0.130637804,8.184114809,0.853831256,1.042424992,0.782782079,0.235687382,7.918586021,1.444024983,2.194294861,1.236470703,0.181544372,5.803881212,0.971737802,3.413857009,2.805529321,0.171679945
s15,3MNNLEH,2.295139615,0.85029958,1.594221334,0.898874275,0.13036923,4.733532139,0.905495064,1.001705559,0.678418263,0.258257287,3.651944801,1.437609773,2.085926772,0.982098695,0.206666874,3.22991484,1.034511475,3.325949341,2.110616783,0.219440755
s15,3MRSEC,2.952052552,1.323437349,0.93785014,0.673046222,0.256907699,5.773071271,1.280197386,0.834069768,0.667716878,0.314503243,5.208014679,1.82578104,1.325725296,0.781638236,0.378621727,3.237990043,1.15319461,1.34098859,0.995751376,0.220716217
s15,3MRSEC,6.467298518,1.413775196,0.976032511,0.543693211,0.198387391,11.39751992,1.505712783,0.843876959,0.59944057,0.347745944,7.017228803,1.952758454,1.251988853,0.780543333,0.426847006,5.281196747,1.350866411,1.236368913,0.894536396,0.233154315
s15,3MRSEC,4.508834787,1.246109583,0.99183082,0.615628,0.174373581,7.815553853,1.192382134,0.915567289,0.633615557,0.276777187,5.797079633,1.960766216,1.458324356,0.761452702,0.357161327,5.174634399,1.544284387,1.468268769,0.981992332,0.224647209
s15,3MRSEO,8.13991633,0.814875887,1.192829287,0.855875879,0.364311345,11.24195839,1.196182073,1.45798719,0.941889501,0.522770328,13.27827958,1.541818669,1.71890638,0.812024837,0.275863768,15.02750079,0.912789594,2.442801663,1.748599909,0.215204659
s15,3MRSEO,2.604449913,0.675340796,0.980405784,0.661935724,0.244439783,5.151664239,0.914727914,1.061007781,0.858151513,0.447857402,4.0430921,1.194880619,1.219247669,0.654849455,0.278797536,4.456359497,0.773771686,1.452633191,0.989160444,0.19729959
s15,3MRSEO,2.261657357,0.780100913,0.689023835,0.726807569,0.38959447,3.575100463,0.977845355,0.858064621,0.716236369,0.363449232,3.690806833,1.474716361,1.286184267,0.70271636,0.255715138,3.549697286,0.85339559,1.255292676,1.016206196,0.169363405
s16,3MNLBH,1.718866649,0.335491056,0.419301537,0.426172142,0.141726782,17.27452025,0.700482605,0.482294672,0.348043448,0.200339503,2.400160755,0.562498121,0.419943009,0.378773827,0.479806491,1.928011897,0.300274621,1.534474406,0.573693415,0.111569682
s16,3MNLEH,2.901895787,0.369057866,0.330168591,0.414757469,0.182067811,28.0916994,0.763966337,0.399254221,0.262113902,0.148241285,3.893286207,0.531578271,0.389658584,0.284804044,0.463571442,2.709673038,0.334594135,1.465520341,0.612278122,0.129888094
s16,3MNMBH,1.659608041,0.332807258,0.347497614,0.421929914,0.158825748,15.65852153,0.698351564,0.385098895,0.231729815,0.143259569,2.539670906,0.557028979,0.420324462,0.285312099,0.504987656,1.730227546,0.307991205,1.389888908,0.578758959,0.134792164
s16,3MNMEH,3.174251158,0.41841285,0.404529334,0.482944827,0.138232565,20.7765139,0.671521946,0.399599462,0.267927334,0.120544588,3.694085053,0.692133417,0.510488787,0.347819059,0.531053911,2.586460506,0.374823081,1.313526249,0.57549988,0.110710573
s16,3MNNLBH,2.735652061,0.325622307,0.361379362,0.434553165,0.129383809,20.78686832,0.991868504,0.652120649,0.417306866,0.281341326,2.849034351,0.57627023,0.472162701,0.351102088,0.460956965,1.981226869,0.362019958,1.45549308,0.627136387,0.110577372
s16,3MNNLEH,5.877233852,0.478686691,0.377645417,0.401049893,0.142824762,24.24735109,0.819510959,0.435379884,0.224162631,0.114309635,7.880001925,0.721542,0.428155777,0.282502311,0.353405049,3.861407437,0.404626692,1.613840429,0.631129273,0.117399226
s16,3MRSEC,1.884654021,0.338970316,0.283507594,0.388152324,0.143644971,12.40618443,0.498525922,0.3546455,0.214886635,0.125844536,2.600741079,0.611542489,0.429886136,0.329883369,0.383633619,1.420705926,0.260064109,1.011719966,0.418120581,0.09054688
s16,3MRSEC,1.884654021,0.338970316,0.283507594,0.388152324,0.143644971,12.40618443,0.498525922,0.3546455,0.214886635,0.125844536,2.600741079,0.611542489,0.429886136,0.329883369,0.383633619,1.420705926,0.260064109,1.011719966,0.418120581,0.09054688
s16,3MRSEC,2.026574176,0.342352434,0.302276869,0.279729133,0.128806518,7.692801105,0.400854233,0.362525323,0.209740122,0.130173737,2.391283176,0.778671048,0.510612197,0.316970094,0.386218617,1.237340245,0.344561071,0.713761904,0.337316431,0.08361079
s16,3MRSEO,7.604735909,0.674090723,0.327036655,0.300266432,0.130727403,25.57434115,2.524234392,0.434024111,0.206805297,0.177131096,11.38673012,1.009278742,0.401500764,0.208030002,0.405004081,3.317618505,0.359890267,0.740419169,0.264928756,0.087706708
s16,3MRSEO,2.106009592,0.327001192,0.265019581,0.322087377,0.156664021,24.88128447,2.857044237,0.420686462,0.210734094,0.151775155,5.228846708,0.694528504,0.325260206,0.188469675,0.349632354,2.706101527,0.292765426,0.769776394,0.24215666,0.086513481
s16,3MRSEO,2.324603048,0.399727499,0.281828799,0.347720101,0.182314471,30.47925451,3.158243463,0.430675003,0.222811972,0.188224828,5.72829917,0.86095212,0.409504075,0.223143212,0.415655032,2.185293909,0.301888618,0.79072792,0.242154054,0.083933109
s17,3MNLBH,1.825711835,0.409850224,0.437407908,0.323548638,0.091569693,16.74566036,0.693100132,0.508291834,0.338048881,0.09403554,3.025833319,0.605225275,0.704735794,0.478753481,0.089705502,1.695794709,0.269267457,0.332849266,0.233099028,0.068225036
s17,3MNLEH,1.694603646,0.344111903,0.340472846,0.268015753,0.086367633,11.34241006,0.560759013,0.440279845,0.327243033,0.087264781,2.111460033,0.559114311,0.61718226,0.490715954,0.08221046,1.956465319,0.245468404,0.292456562,0.247164487,0.064299285
s17,3MNMBH,1.468888781,0.427685449,0.286353671,0.271827847,0.092215136,9.951911165,0.624996493,0.421609762,0.324724214,0.09150651,2.554743317,0.598585657,0.625235135,0.462813216,0.090249778,1.460936157,0.27055151,0.289623588,0.211220326,0.062607536
s17,3MNMEH,1.480074344,0.341118053,0.339410455,0.280692696,0.097377226,8.723286379,0.58727967,0.43896705,0.323797058,0.09625465,2.206150929,0.589106294,0.591265323,0.452910705,0.086646859,1.682827228,0.239714167,0.258153297,0.203418405,0.06288248
s17,3MNNLBH,2.573492496,0.420823269,0.306369666,0.277624681,0.101775443,48.5679432,0.691337684,0.357318815,0.306633378,0.098223844,4.736170383,0.597540435,0.509660746,0.433960689,0.095432896,3.492652285,0.269556577,0.230556848,0.226685621,0.070197885
s17,3MNNLEH,2.017623481,0.367659155,0.301247015,0.274140743,0.101004077,7.710739819,0.458784656,0.368001375,0.335194721,0.095685359,1.733666022,0.527951621,0.559766795,0.49792962,0.0897941,3.045893398,0.262182677,0.273442748,0.227657498,0.062664433
s17,3MRSEC,12.42581206,0.652016997,0.340823525,0.249986346,0.092779476,139.8536608,1.643408383,0.654040331,0.391588615,0.124669062,26.4464847,1.397240404,0.683215826,0.463869022,0.10347628,21.39449351,0.981126694,0.413331211,0.272097412,0.086822611
s17,3MRSEC,1.942871048,0.31481831,0.233214437,0.235250806,0.093216462,29.70987373,0.495245634,0.318058543,0.273911456,0.098821381,3.769450396,0.488273403,0.402253081,0.386922162,0.084026951,2.212753919,0.244285696,0.254852802,0.210003754,0.072707424
s17,3MRSEC,2.166402126,0.312864512,0.264862616,0.257690335,0.081277211,34.88958682,0.476752569,0.333525783,0.294328105,0.095408035,3.84292412,0.425657244,0.450681966,0.404250886,0.084736471,2.481690835,0.233510576,0.271822158,0.228142902,0.069081874
s17,3MRSEO,3.592068278,0.417340875,0.234579841,0.191986763,0.095715882,17.84922203,1.982528191,0.591274883,0.240687991,0.106526176,4.583319927,0.615887246,0.341100366,0.218383192,0.083112142,3.55535086,0.269113769,0.182644815,0.151553934,0.07710524
s17,3MRSEO,2.510535145,0.472092298,0.257390797,0.1965875,0.100917908,11.66573878,1.685354081,0.450187262,0.256117364,0.108850412,5.766689041,0.532821307,0.354077772,0.222496164,0.078212647,2.092163424,0.285385627,0.191938905,0.15939752,0.073943762
s17,3MRSEO,3.476434634,0.557270083,0.242895617,0.183619421,0.091237886,14.41786252,2.197037336,0.55575939,0.233090263,0.106487556,4.812296775,0.504870475,0.305124663,0.204074555,0.078093636,2.179277809,0.284755974,0.17324294,0.14839882,0.066933469
s18,3MNLBH,3.06889218,0.727038815,2.26607433,1.296285671,0.122670712,3.684873175,0.580477345,2.775584646,0.904056996,0.261988542,3.49335605,0.855655971,7.09483958,2.001913764,0.124860497,1.944066019,0.445962735,3.08365648,1.126224138,0.185621728
s18,3MNLEH,2.894673068,0.803160685,2.613927895,1.190975131,0.137942495,2.685054278,0.531164518,2.726909247,1.036390617,0.295660554,2.029182248,0.775223854,6.423038739,2.069164388,0.123163284,1.749758279,0.494049528,2.707923512,1.128881967,0.254414752
s18,3MNMBH,3.004183888,0.638097997,2.59040256,1.192111066,0.219928474,2.997114653,0.508272758,2.810630735,0.986654761,0.531464764,1.948261204,0.79823931,6.507421194,1.630345256,0.128074163,1.497907588,0.458055045,3.01809301,1.091233345,0.288403094
s18,3MNMEH,208.809948,12.88866822,6.13915682,2.543383597,0.380438065,2.847042215,0.53105748,2.899815766,0.788391641,0.122643868,2.223975552,0.864558146,7.597201387,1.708536641,0.120108224,1.33961174,0.495354061,3.089704088,1.069235868,0.138158198
s18,3MNNLBH,2.685088491,0.717327844,2.502858596,1.266867249,0.121060551,2.520924533,0.497065188,3.259374662,1.098132693,0.123025992,2.584412503,0.777231821,8.035167779,2.358841245,0.121971301,1.707397593,0.524228138,2.737120691,1.084080744,0.120786616
s18,3MNNLEH,2.991723164,0.821595983,2.492872594,1.02059051,0.130774878,2.896110046,0.52896605,2.93658888,0.762435493,0.109148777,3.649109959,0.9377484,7.599171122,1.776537665,0.113695126,1.968699346,0.534597736,4.00679082,1.056348193,0.116940173
s18,3MRSEC,3.386417252,0.713037766,2.292605004,0.876124828,0.09853397,3.828687368,0.546805483,2.298233429,0.632377518,0.084927092,2.444936555,0.878117643,5.266134858,1.248832753,0.099235842,1.655187028,0.468973023,2.974249689,0.878533477,0.080911452
